timestamp,test-class,test-method,time,description,result
"2022-06-02 20:56:05.454","acme.testing.inventor.chimpum.InventorChimpumListTest","hackingTest",13708,""hackingTest()"","OK"
"2022-06-02 20:56:09.727","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",4017,""[1] recordIndex=0, code=AAA-22-05-28, title=Esto es una prueba1, budget=EUR 100.0, startDate=2022/06/01 10:00, endDate=2022/06/08 10:00"","Expected value 'EUR 100.0' in attribute 2 of record 0, but found 'EUR 100.00'"
