timestamp,simple-path,time
"2022-06-02 21:00:29.389","/master/welcome",3422
"2022-06-02 21:00:29.923","/master/welcome",486
"2022-06-02 21:00:31.589","/master/sign-in",1091
"2022-06-02 21:00:33.171","/master/welcome",566
"2022-06-02 21:00:34.54","/inventor/chimpum/list",1210
"2022-06-02 21:00:35.893","/inventor/chimpum/show",1085
"2022-06-02 21:00:36.665","/master/welcome",237
"2022-06-02 21:00:37.294","/master/welcome",566
"2022-06-02 21:00:39.592","/master/welcome",206
"2022-06-02 21:00:39.826","/master/welcome",203
"2022-06-02 21:00:40.441","/master/sign-in",550
"2022-06-02 21:00:41.916","/master/welcome",553
"2022-06-02 21:00:42.626","/inventor/chimpum/list",552
"2022-06-02 21:00:43.467","/inventor/chimpum/show",569
