timestamp,test-class,test-method,time,description,result
"2022-06-02 20:57:05.759","acme.testing.inventor.chimpum.InventorChimpumListTest","hackingTest",13606,""hackingTest()"","OK"
"2022-06-02 20:57:10.477","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",4453,""[1] recordIndex=0, code=AAA-22-05-28, title=Esto es una prueba1, budget=EUR 100.00, startDate=2022/06/01 10:00, endDate=2022/06/08 10:00"","OK"
