timestamp,test-class,test-method,time,description,result
"2022-06-02 21:00:39.342","acme.testing.inventor.chimpum.InventorChimpumShowTest","positiveTest",9952,""[1] recordIndex=0, code=AAA-22-05-28, title=Esto es una prueba1, description=Esto es una prueba5, budget=EUR 100.00, creationMoment=2022/05/28 10:00, startDate=2022/06/01 10:00, endDate=2022/06/08 10:00, moreInfo=https://moreinfo.com/"","OK"
"2022-06-02 21:00:43.533","acme.testing.inventor.chimpum.InventorChimpumShowTest","positiveTest",3941,""[2] recordIndex=1, code=CCC-22-05-30, title=Esto es una prueba3, description=Esto es una prueba7, budget=USD 10.00, creationMoment=2022/05/30 22:00, startDate=2022/06/10 22:00, endDate=2022/06/20 22:00, moreInfo=null"","Expected value 'CCC-22-05-30' in input box 'code', but 'BBB-22-05-29' was found"
