timestamp,simple-path,time
"2022-06-02 21:28:02.462","/master/welcome",2956
"2022-06-02 21:28:02.729","/master/welcome",222
"2022-06-02 21:28:04.404","/master/sign-in",1612
"2022-06-02 21:28:05.798","/master/welcome",563
"2022-06-02 21:28:07.15","/inventor/chimpum/list",1193
"2022-06-02 21:28:08.496","/inventor/chimpum/show",1080
"2022-06-02 21:28:10.999","/inventor/chimpum/list",560
"2022-06-02 21:28:13.281","/master/welcome",222
"2022-06-02 21:28:13.891","/master/welcome",550
"2022-06-02 21:28:16.2","/master/welcome",221
"2022-06-02 21:28:18.643","/inventor/chimpum/update",389
