timestamp,test-class,test-method,time,description,result
"2022-06-02 21:25:33.668","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","positiveTest",7330,""[1] recordIndex=0, code=AAA-22-05-28, title=Esto es una prueba de update, description=Esto es una prueba de update, budget=USD 10.50, startDate=2022/06/01 10:00, endDate=2022/06/08 10:00, moreInfo=null"","Errors were unexpected, but found"
